Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,6572
2019-05-23T20:29:47.390-0400,272,543,147,963,,,,,,
2019-05-23T20:29:48.354-0400,286,613,129,1029,,,,,,
2019-05-23T20:29:49.384-0400,281,669,168,1124,,,,,,
2019-05-23T20:29:50.509-0400,1006,297,124,1428,,,,,,
2019-05-23T20:29:51.937-0400,276,576,168,1035,,,,,,
2019-05-23T20:29:52.972-0400,277,460,136,875,,,,,,
2019-05-23T20:29:53.848-0400,994,295,131,1421,,,,,,
2019-05-23T20:29:55.269-0400,276,628,138,1052,,,,,,
2019-05-23T20:29:56.322-0400,269,507,146,924,,,,,,
2019-05-23T20:29:57.246-0400,295,477,133,919,,,,,,
2019-05-23T20:29:58.166-0400,333,436,243,1013,,,,,,
2019-05-23T20:29:59.180-0400,284,801,214,1312,,,,,,
2019-05-23T20:30:00.492-0400,307,591,260,1160,,,,,,
2019-05-23T20:30:01.654-0400,296,297,132,727,,,,,,
2019-05-23T20:30:02.381-0400,304,550,215,1071,,,,,,
2019-05-23T20:30:03.452-0400,291,412,139,843,,,,,,
2019-05-23T20:30:04.296-0400,283,499,133,925,,,,,,
2019-05-23T20:30:05.222-0400,355,423,245,1037,,,,,,
2019-05-23T20:30:06.259-0400,291,370,136,799,,,,,,
2019-05-23T20:30:07.059-0400,279,505,143,929,,,,,,
2019-05-23T20:30:07.988-0400,314,462,136,913,,,,,,
2019-05-23T20:30:08.902-0400,293,490,136,935,,,,,,
2019-05-23T20:30:09.838-0400,279,355,154,790,,,,,,
2019-05-23T20:30:10.628-0400,838,369,141,1349,,,,,,
2019-05-23T20:30:11.978-0400,296,485,132,914,,,,,,
2019-05-23T20:30:12.893-0400,303,484,132,920,,,,,,
2019-05-23T20:30:13.813-0400,536,366,130,1033,,,,,,
2019-05-23T20:30:14.847-0400,299,105,20,426,,,,,,
2019-05-23T20:30:15.274-0400,273,295,121,691,,,,,,
2019-05-23T20:30:15.966-0400,374,411,133,918,,,,,,
2019-05-23T20:30:16.885-0400,301,489,136,927,,,,,,
2019-05-23T20:30:17.812-0400,296,151,36,485,,,,,,
2019-05-23T20:30:18.298-0400,283,305,126,729,,,,,,
2019-05-23T20:30:19.027-0400,295,809,692,1797,,,,,,
2019-05-23T20:30:20.825-0400,294,242,127,673,,,,,,
2019-05-23T20:30:21.498-0400,295,254,133,682,,,,,,
2019-05-23T20:30:22.181-0400,269,304,124,699,,,,,,
2019-05-23T20:30:22.881-0400,266,103,22,393,,,,,,
2019-05-23T20:30:23.274-0400,277,232,138,659,,,,,,
2019-05-23T20:30:23.934-0400,299,281,126,722,,,,,,
2019-05-23T20:30:24.656-0400,281,259,130,671,,,,,,
2019-05-23T20:30:25.328-0400,306,283,123,714,,,,,,
2019-05-23T20:30:26.042-0400,280,265,181,728,,,,,,
2019-05-23T20:30:26.771-0400,290,312,134,751,,,,,,
2019-05-23T20:30:27.523-0400,303,263,142,709,,,,,,
2019-05-23T20:30:28.232-0400,275,267,133,688,,,,,,
2019-05-23T20:30:28.921-0400,281,240,131,654,,,,,,
2019-05-23T20:30:29.575-0400,287,97,19,405,,,,,,
2019-05-23T20:30:29.981-0400,291,282,144,718,,,,,,
2019-05-23T20:30:30.699-0400,288,229,142,660,,,,,,
2019-05-23T20:30:31.360-0400,391,292,136,830,,,,,,
2019-05-23T20:30:32.190-0400,285,101,22,410,,,,,,
2019-05-23T20:30:32.600-0400,282,289,158,743,,,,,,
2019-05-23T20:30:33.344-0400,589,223,138,964,,,,,,
2019-05-23T20:30:34.308-0400,290,450,149,891,,,,,,
2019-05-23T20:30:35.199-0400,297,276,145,732,,,,,,
2019-05-23T20:30:35.932-0400,280,508,129,918,,,,,,
2019-05-23T20:30:36.850-0400,289,501,137,944,,,,,,
2019-05-23T20:30:37.795-0400,272,262,120,665,,,,,,
2019-05-23T20:30:38.460-0400,267,275,129,686,,,,,,
2019-05-23T20:30:39.147-0400,284,343,120,748,,,,,,
2019-05-23T20:30:39.896-0400,318,446,146,924,,,,,,
2019-05-23T20:30:40.821-0400,453,669,137,1269,,,,,,
2019-05-23T20:30:42.090-0400,281,285,276,844,,,,,,
2019-05-23T20:30:42.934-0400,278,97,21,399,,,,,,
2019-05-23T20:30:43.333-0400,282,477,133,894,,,,,,
2019-05-23T20:30:44.228-0400,284,501,120,919,,,,,,
2019-05-23T20:30:45.148-0400,273,250,133,669,,,,,,
2019-05-23T20:30:45.818-0400,275,331,132,740,,,,,,
2019-05-23T20:30:46.559-0400,295,318,131,746,,,,,,
2019-05-23T20:30:47.305-0400,277,505,139,935,,,,,,
2019-05-23T20:30:48.241-0400,284,483,134,903,,,,,,
2019-05-23T20:30:49.144-0400,287,499,135,922,,,,,,
2019-05-23T20:30:50.066-0400,310,474,240,1026,,,,,,
2019-05-23T20:30:51.093-0400,1010,284,137,1444,,,,,,
2019-05-23T20:30:52.537-0400,305,466,139,921,,,,,,
2019-05-23T20:30:53.459-0400,289,482,155,938,,,,,,
2019-05-23T20:30:54.397-0400,300,455,133,889,,,,,,
2019-05-23T20:30:55.287-0400,286,271,131,689,,,,,,
2019-05-23T20:30:55.976-0400,276,257,128,662,,,,,,
2019-05-23T20:30:56.639-0400,271,207,143,629,,,,,,
2019-05-23T20:30:57.269-0400,302,238,126,678,,,,,,
2019-05-23T20:30:57.947-0400,294,290,132,717,,,,,,
2019-05-23T20:30:58.665-0400,273,213,126,626,,,,,,
2019-05-23T20:30:59.291-0400,275,279,135,691,,,,,,
2019-05-23T20:30:59.983-0400,429,101,20,552,,,,,,
2019-05-23T20:31:00.535-0400,282,275,147,719,,,,,,
2019-05-23T20:31:01.255-0400,285,236,133,666,,,,,,
2019-05-23T20:31:01.921-0400,287,260,131,691,,,,,,
2019-05-23T20:31:02.613-0400,288,260,146,705,,,,,,
2019-05-23T20:31:03.319-0400,292,280,154,727,,,,,,
2019-05-23T20:31:04.047-0400,453,230,126,820,,,,,,
2019-05-23T20:31:04.868-0400,288,370,136,813,,,,,,
2019-05-23T20:31:05.681-0400,275,248,134,667,,,,,,
2019-05-23T20:31:06.349-0400,287,229,139,669,,,,,,
2019-05-23T20:31:07.019-0400,291,280,131,704,,,,,,
2019-05-23T20:31:07.723-0400,286,262,134,683,,,,,,
2019-05-23T20:31:08.406-0400,300,215,132,660,,,,,,
2019-05-23T20:31:09.067-0400,297,243,135,690,,,,,,
2019-05-23T20:31:09.758-0400,275,380,131,787,,,,,,
2019-05-23T20:31:10.546-0400,1557,280,131,1970,,,,,,
2019-05-23T20:31:12.516-0400,275,309,158,744,,,,,,
2019-05-23T20:31:13.261-0400,304,225,143,684,,,,,,
2019-05-23T20:31:13.945-0400,296,251,132,680,,,,,,
2019-05-23T20:31:14.625-0400,280,523,160,976,,,,,,
2019-05-23T20:31:15.601-0400,312,435,139,888,,,,,,
2019-05-23T20:31:16.490-0400,278,246,138,678,,,,,,
2019-05-23T20:31:17.169-0400,297,261,127,695,,,,,,
2019-05-23T20:31:17.865-0400,280,339,133,753,,,,,,
2019-05-23T20:31:18.619-0400,288,226,131,646,,,,,,
2019-05-23T20:31:19.266-0400,281,263,127,681,,,,,,
2019-05-23T20:31:19.947-0400,307,678,126,1120,,,,,,
2019-05-23T20:31:21.068-0400,289,256,132,690,,,,,,
2019-05-23T20:31:21.759-0400,287,104,20,413,,,,,,
2019-05-23T20:31:22.172-0400,274,226,131,641,,,,,,
2019-05-23T20:31:22.814-0400,284,275,161,722,,,,,,
2019-05-23T20:31:23.537-0400,338,259,137,735,,,,,,
2019-05-23T20:31:24.272-0400,288,279,131,699,,,,,,
2019-05-23T20:31:24.972-0400,285,245,135,687,,,,,,
2019-05-23T20:31:25.659-0400,287,456,153,910,,,,,,
2019-05-23T20:31:26.570-0400,297,273,139,710,,,,,,
2019-05-23T20:31:27.281-0400,296,292,130,730,,,,,,
2019-05-23T20:31:28.012-0400,281,346,135,763,,,,,,
2019-05-23T20:31:28.775-0400,282,249,136,667,,,,,,
2019-05-23T20:31:29.443-0400,270,463,141,883,,,,,,
2019-05-23T20:31:30.326-0400,281,106,25,413,,,,,,
2019-05-23T20:31:30.740-0400,282,299,270,863,,,,,,
2019-05-23T20:31:31.604-0400,505,523,137,1178,,,,,,
2019-05-23T20:31:32.782-0400,287,912,138,1348,,,,,,
2019-05-23T20:31:34.131-0400,292,309,137,749,,,,,,
2019-05-23T20:31:34.880-0400,280,94,21,396,,,,,,
2019-05-23T20:31:35.277-0400,291,457,134,884,,,,,,
2019-05-23T20:31:36.162-0400,290,270,134,705,,,,,,
2019-05-23T20:31:36.867-0400,333,274,124,741,,,,,,
2019-05-23T20:31:37.609-0400,295,291,122,708,,,,,,
2019-05-23T20:31:38.318-0400,281,312,130,724,,,,,,
2019-05-23T20:31:39.043-0400,289,274,134,710,,,,,,
2019-05-23T20:31:39.754-0400,452,1158,160,1780,,,,,,
2019-05-23T20:31:41.535-0400,282,284,139,721,,,,,,
2019-05-23T20:31:42.256-0400,305,351,163,820,,,,,,
2019-05-23T20:31:43.077-0400,294,258,140,704,,,,,,
2019-05-23T20:31:43.781-0400,277,257,143,678,,,,,,
2019-05-23T20:31:44.460-0400,283,362,135,795,,,,,,
2019-05-23T20:31:45.256-0400,286,257,143,687,,,,,,
2019-05-23T20:31:45.943-0400,299,261,140,702,,,,,,
2019-05-23T20:31:46.646-0400,285,283,126,707,,,,,,
2019-05-23T20:31:47.353-0400,286,225,134,657,,,,,,
2019-05-23T20:31:48.010-0400,276,240,125,643,,,,,,
2019-05-23T20:31:48.653-0400,280,238,134,653,,,,,,
2019-05-23T20:31:49.307-0400,282,100,21,405,,,,,,
2019-05-23T20:31:49.713-0400,282,521,161,966,,,,,,
2019-05-23T20:31:50.679-0400,277,797,127,1213,,,,,,
2019-05-23T20:31:51.893-0400,289,248,133,672,,,,,,
2019-05-23T20:31:52.565-0400,292,265,518,1087,,,,,,
2019-05-23T20:31:53.653-0400,302,106,21,430,,,,,,
2019-05-23T20:31:54.083-0400,287,245,138,672,,,,,,
2019-05-23T20:31:54.756-0400,268,332,128,737,,,,,,
2019-05-23T20:31:55.493-0400,286,257,140,685,,,,,,
2019-05-23T20:31:56.178-0400,275,227,137,641,,,,,,
2019-05-23T20:31:56.820-0400,290,105,23,419,,,,,,
2019-05-23T20:31:57.240-0400,326,223,137,687,,,,,,
2019-05-23T20:31:57.928-0400,274,281,124,688,,,,,,
2019-05-23T20:31:58.617-0400,281,280,132,712,,,,,,
2019-05-23T20:31:59.330-0400,335,95,20,452,,,,,,
2019-05-23T20:31:59.782-0400,277,297,720,1296,,,,,,
2019-05-23T20:32:01.078-0400,313,240,126,691,,,,,,
2019-05-23T20:32:01.769-0400,273,241,126,642,,,,,,
2019-05-23T20:32:02.412-0400,327,242,132,702,,,,,,
2019-05-23T20:32:03.114-0400,292,343,142,778,,,,,,
2019-05-23T20:32:03.893-0400,288,225,132,658,,,,,,
2019-05-23T20:32:04.552-0400,298,96,20,415,,,,,,
2019-05-23T20:32:04.967-0400,281,343,134,771,,,,,,
2019-05-23T20:32:05.739-0400,330,662,192,1194,,,,,,
2019-05-23T20:32:06.934-0400,283,323,141,759,,,,,,
2019-05-23T20:32:07.693-0400,313,566,157,1049,,,,,,
2019-05-23T20:32:08.743-0400,298,98,22,420,,,,,,
2019-05-23T20:32:09.164-0400,318,269,139,736,,,,,,
2019-05-23T20:32:09.900-0400,286,287,137,722,,,,,,
2019-05-23T20:32:10.623-0400,793,388,129,1325,,,,,,
2019-05-23T20:32:11.949-0400,282,226,141,664,,,,,,
2019-05-23T20:32:12.613-0400,302,238,268,809,,,,,,
2019-05-23T20:32:13.423-0400,371,357,131,874,,,,,,
2019-05-23T20:32:14.298-0400,285,442,241,969,,,,,,
2019-05-23T20:32:15.268-0400,306,370,140,830,,,,,,
2019-05-23T20:32:16.098-0400,294,107,20,423,,,,,,
2019-05-23T20:32:16.522-0400,318,247,143,719,,,,,,
2019-05-23T20:32:17.241-0400,291,247,125,664,,,,,,
2019-05-23T20:32:17.906-0400,295,261,132,700,,,,,,
2019-05-23T20:32:18.607-0400,292,235,136,678,,,,,,
2019-05-23T20:32:19.286-0400,297,280,126,704,,,,,,
2019-05-23T20:32:19.991-0400,304,289,156,750,,,,,,
2019-05-23T20:32:20.742-0400,556,470,163,1201,,,,,,
2019-05-23T20:32:21.943-0400,364,475,136,976,,,,,,
2019-05-23T20:32:22.920-0400,320,225,139,698,,,,,,
2019-05-23T20:32:23.618-0400,296,296,131,724,,,,,,
2019-05-23T20:32:24.342-0400,286,294,136,726,,,,,,
2019-05-23T20:32:25.068-0400,278,347,131,770,,,,,,
2019-05-23T20:32:25.838-0400,290,260,129,680,,,,,,
2019-05-23T20:32:26.519-0400,276,240,130,646,,,,,,
2019-05-23T20:32:27.166-0400,305,229,136,683,,,,,,
2019-05-23T20:32:27.849-0400,278,272,132,701,,,,,,
2019-05-23T20:32:28.551-0400,339,267,143,750,,,,,,
2019-05-23T20:32:29.302-0400,381,240,129,766,,,,,,
2019-05-23T20:32:30.068-0400,285,333,135,764,,,,,,
2019-05-23T20:32:30.833-0400,292,282,135,722,,,,,,
2019-05-23T20:32:31.556-0400,415,233,239,900,,,,,,
2019-05-23T20:32:32.456-0400,308,226,143,679,,,,,,
2019-05-23T20:32:33.136-0400,513,291,156,961,,,,,,
2019-05-23T20:32:34.098-0400,288,217,145,651,,,,,,
2019-05-23T20:32:34.749-0400,295,564,165,1025,,,,,,
2019-05-23T20:32:35.775-0400,361,282,129,783,,,,,,
2019-05-23T20:32:36.559-0400,296,267,128,693,,,,,,
2019-05-23T20:32:37.253-0400,317,103,35,457,,,,,,
2019-05-23T20:32:37.710-0400,264,350,136,762,,,,,,
2019-05-23T20:32:38.472-0400,293,432,154,894,,,,,,
2019-05-23T20:32:39.367-0400,287,113,19,421,,,,,,
2019-05-23T20:32:39.788-0400,281,246,139,666,,,,,,
2019-05-23T20:32:40.455-0400,294,276,123,715,,,,,,
2019-05-23T20:32:41.171-0400,284,308,122,715,,,,,,
2019-05-23T20:32:41.886-0400,298,248,135,697,,,,,,
2019-05-23T20:32:42.584-0400,280,312,132,726,,,,,,
2019-05-23T20:32:43.310-0400,289,342,156,788,,,,,,
2019-05-23T20:32:44.099-0400,284,308,123,730,,,,,,
2019-05-23T20:32:44.830-0400,292,254,130,691,,,,,,
2019-05-23T20:32:45.521-0400,275,244,369,889,,,,,,
2019-05-23T20:32:46.410-0400,286,263,120,671,,,,,,
2019-05-23T20:32:47.081-0400,345,213,185,756,,,,,,
2019-05-23T20:32:47.838-0400,286,222,138,656,,,,,,
2019-05-23T20:32:48.494-0400,301,284,135,732,,,,,,
2019-05-23T20:32:49.227-0400,295,96,19,412,,,,,,
2019-05-23T20:32:49.639-0400,287,267,147,713,,,,,,
2019-05-23T20:32:50.353-0400,314,608,137,1071,,,,,,
2019-05-23T20:32:51.425-0400,292,787,144,1225,,,,,,
2019-05-23T20:32:52.650-0400,303,471,133,910,,,,,,
2019-05-23T20:32:53.560-0400,313,331,129,797,,,,,,
2019-05-23T20:32:54.358-0400,283,627,144,1054,,,,,,
2019-05-23T20:32:55.413-0400,320,262,126,710,,,,,,
2019-05-23T20:32:56.123-0400,287,280,127,705,,,,,,
2019-05-23T20:32:56.829-0400,280,263,146,691,,,,,,
2019-05-23T20:32:57.520-0400,309,297,236,854,,,,,,
2019-05-23T20:32:58.375-0400,268,618,138,1037,,,,,,
2019-05-23T20:32:59.412-0400,292,480,136,921,,,,,,
2019-05-23T20:33:00.334-0400,808,103,21,933,,,,,,
2019-05-23T20:33:01.267-0400,348,254,131,735,,,,,,
2019-05-23T20:33:02.003-0400,294,267,134,695,,,,,,
2019-05-23T20:33:02.699-0400,277,256,136,671,,,,,,
2019-05-23T20:33:03.370-0400,332,320,189,842,,,,,,
2019-05-23T20:33:04.213-0400,290,280,186,770,,,,,,
2019-05-23T20:33:04.983-0400,425,307,129,871,,,,,,
2019-05-23T20:33:05.854-0400,275,108,20,404,,,,,,
2019-05-23T20:33:06.259-0400,281,279,132,693,,,,,,
2019-05-23T20:33:06.953-0400,275,430,144,851,,,,,,
2019-05-23T20:33:07.804-0400,282,391,276,951,,,,,,
2019-05-23T20:33:08.756-0400,301,366,128,806,,,,,,
2019-05-23T20:33:09.562-0400,288,471,131,901,,,,,,
2019-05-23T20:33:10.464-0400,318,318,140,778,,,,,,
2019-05-23T20:33:11.242-0400,296,333,227,857,,,,,,
2019-05-23T20:33:12.100-0400,301,256,158,730,,,,,,
2019-05-23T20:33:12.831-0400,292,481,143,930,,,,,,
2019-05-23T20:33:13.761-0400,290,99,22,412,,,,,,
2019-05-23T20:33:14.174-0400,279,373,136,789,,,,,,
2019-05-23T20:33:14.964-0400,312,370,132,828,,,,,,
2019-05-23T20:33:15.801-0400,296,367,132,796,,,,,,
2019-05-23T20:33:16.598-0400,293,96,20,410,,,,,,
2019-05-23T20:33:17.008-0400,295,237,129,674,,,,,,
2019-05-23T20:33:17.683-0400,276,235,128,640,,,,,,
2019-05-23T20:33:18.323-0400,263,381,121,766,,,,,,
2019-05-23T20:33:19.089-0400,278,105,21,405,,,,,,
2019-05-23T20:33:19.495-0400,461,152,22,637,,,,,,
2019-05-23T20:33:20.132-0400,310,325,145,784,,,,,,
2019-05-23T20:33:20.917-0400,405,467,132,1006,,,,,,
2019-05-23T20:33:21.923-0400,294,596,135,1027,,,,,,
2019-05-23T20:33:22.951-0400,283,400,137,835,,,,,,
2019-05-23T20:33:23.787-0400,292,477,143,922,,,,,,
2019-05-23T20:33:24.710-0400,286,378,142,809,,,,,,
2019-05-23T20:33:25.519-0400,419,359,131,910,,,,,,
2019-05-23T20:33:26.430-0400,412,229,142,796,,,,,,
2019-05-23T20:33:27.226-0400,270,228,133,633,,,,,,
2019-05-23T20:33:27.859-0400,275,311,135,722,,,,,,
2019-05-23T20:33:28.582-0400,314,370,142,827,,,,,,
2019-05-23T20:33:29.409-0400,288,387,143,832,,,,,,
2019-05-23T20:33:30.242-0400,302,667,170,1151,,,,,,
2019-05-23T20:33:31.394-0400,293,344,150,800,,,,,,
2019-05-23T20:33:32.194-0400,285,472,272,1031,,,,,,
2019-05-23T20:33:33.226-0400,308,338,187,846,,,,,,
2019-05-23T20:33:34.072-0400,282,341,130,755,,,,,,
2019-05-23T20:33:34.828-0400,305,378,131,816,,,,,,
2019-05-23T20:33:35.645-0400,273,97,20,392,,,,,,
2019-05-23T20:33:36.037-0400,353,284,253,908,,,,,,
2019-05-23T20:33:36.946-0400,276,241,129,657,,,,,,
2019-05-23T20:33:37.604-0400,291,259,150,709,,,,,,
2019-05-23T20:33:38.313-0400,357,282,143,783,,,,,,
2019-05-23T20:33:39.097-0400,335,169,35,540,,,,,,
2019-05-23T20:33:39.637-0400,428,271,174,874,,,,,,
2019-05-23T20:33:40.512-0400,319,313,135,786,,,,,,
2019-05-23T20:33:41.299-0400,276,293,125,713,,,,,,
2019-05-23T20:33:42.013-0400,286,250,118,655,,,,,,
2019-05-23T20:33:42.669-0400,279,344,137,770,,,,,,
2019-05-23T20:33:43.439-0400,278,352,142,774,,,,,,
2019-05-23T20:33:44.213-0400,540,384,167,1092,,,,,,
2019-05-23T20:33:45.306-0400,284,106,23,415,,,,,,
2019-05-23T20:33:45.722-0400,285,409,156,852,,,,,,
2019-05-23T20:33:46.574-0400,262,238,135,648,,,,,,
2019-05-23T20:33:47.223-0400,283,101,20,406,,,,,,
2019-05-23T20:33:47.629-0400,288,333,124,755,,,,,,
2019-05-23T20:33:48.385-0400,301,341,127,771,,,,,,
2019-05-23T20:33:49.157-0400,289,108,19,418,,,,,,
2019-05-23T20:33:49.576-0400,373,294,124,802,,,,,,
2019-05-23T20:33:50.378-0400,383,297,356,1049,,,,,,
2019-05-23T20:33:51.428-0400,285,224,129,640,,,,,,
2019-05-23T20:33:52.069-0400,291,292,181,765,,,,,,
2019-05-23T20:33:52.834-0400,272,309,125,715,,,,,,
2019-05-23T20:33:53.550-0400,470,436,136,1057,,,,,,
2019-05-23T20:33:54.607-0400,297,259,132,689,,,,,,
2019-05-23T20:33:55.297-0400,344,264,133,754,,,,,,
2019-05-23T20:33:56.051-0400,292,502,122,930,,,,,,
2019-05-23T20:33:56.982-0400,321,273,133,728,,,,,,
2019-05-23T20:33:57.711-0400,418,278,122,820,,,,,,
2019-05-23T20:33:58.531-0400,284,362,141,799,,,,,,
2019-05-23T20:33:59.331-0400,294,265,128,689,,,,,,
2019-05-23T20:34:00.020-0400,330,241,152,725,,,,,,
2019-05-23T20:34:00.746-0400,313,309,214,851,,,,,,
2019-05-23T20:34:01.597-0400,318,159,19,497,,,,,,
2019-05-23T20:34:02.095-0400,278,104,23,406,,,,,,
2019-05-23T20:34:02.502-0400,287,241,123,669,,,,,,
2019-05-23T20:34:03.171-0400,362,228,123,726,,,,,,
2019-05-23T20:34:03.897-0400,428,224,128,791,,,,,,
2019-05-23T20:34:04.688-0400,288,212,127,629,,,,,,
2019-05-23T20:34:05.318-0400,276,273,132,682,,,,,,
2019-05-23T20:34:06.001-0400,316,376,161,866,,,,,,
2019-05-23T20:34:06.867-0400,280,304,147,747,,,,,,
2019-05-23T20:34:07.614-0400,349,512,146,1020,,,,,,
2019-05-23T20:34:08.634-0400,295,332,289,929,,,,,,
2019-05-23T20:34:09.563-0400,287,285,140,714,,,,,,
2019-05-23T20:34:10.278-0400,296,501,250,1059,,,,,,
2019-05-23T20:34:11.337-0400,283,307,132,740,,,,,,
2019-05-23T20:34:12.078-0400,296,100,20,418,,,,,,
2019-05-23T20:34:12.496-0400,449,281,162,908,,,,,,
2019-05-23T20:34:13.405-0400,316,259,139,725,,,,,,
2019-05-23T20:34:14.130-0400,283,262,126,684,,,,,,
2019-05-23T20:34:14.814-0400,291,342,299,933,,,,,,
2019-05-23T20:34:15.748-0400,285,224,25,535,,,,,,
2019-05-23T20:34:16.284-0400,290,308,221,829,,,,,,
2019-05-23T20:34:17.113-0400,313,480,132,926,,,,,,
2019-05-23T20:34:18.039-0400,330,459,127,929,,,,,,
2019-05-23T20:34:18.968-0400,292,385,134,826,,,,,,
2019-05-23T20:34:19.795-0400,464,514,172,1163,,,,,,
2019-05-23T20:34:20.958-0400,473,366,135,985,,,,,,
2019-05-23T20:34:21.943-0400,291,323,138,753,,,,,,
2019-05-23T20:34:22.697-0400,279,231,135,647,,,,,,
2019-05-23T20:34:23.344-0400,275,244,124,656,,,,,,
2019-05-23T20:34:24.000-0400,287,345,135,768,,,,,,
2019-05-23T20:34:24.769-0400,272,242,135,660,,,,,,
2019-05-23T20:34:25.429-0400,358,252,249,864,,,,,,
2019-05-23T20:34:26.294-0400,283,97,20,402,,,,,,
2019-05-23T20:34:26.696-0400,284,252,131,668,,,,,,
2019-05-23T20:34:27.365-0400,274,254,157,694,,,,,,
2019-05-23T20:34:28.060-0400,282,623,139,1045,,,,,,
2019-05-23T20:34:29.105-0400,276,403,294,974,,,,,,
2019-05-23T20:34:30.080-0400,407,275,375,1058,,,,,,
2019-05-23T20:34:31.139-0400,322,473,135,941,,,,,,
2019-05-23T20:34:32.081-0400,296,302,198,810,,,,,,
2019-05-23T20:34:32.892-0400,295,95,38,430,,,,,,
2019-05-23T20:34:33.322-0400,376,1104,134,1629,,,,,,
2019-05-23T20:34:34.952-0400,275,497,265,1048,,,,,,
2019-05-23T20:34:36.000-0400,290,355,130,785,,,,,,
2019-05-23T20:34:36.786-0400,277,222,131,632,,,,,,
2019-05-23T20:34:37.419-0400,269,210,19,500,,,,,,
2019-05-23T20:34:37.920-0400,284,220,139,655,,,,,,
2019-05-23T20:34:38.575-0400,290,544,134,980,,,,,,
2019-05-23T20:34:39.556-0400,300,475,140,917,,,,,,
2019-05-23T20:34:40.473-0400,304,100,21,426,,,,,,
2019-05-23T20:34:40.899-0400,324,282,175,783,,,,,,
2019-05-23T20:34:41.683-0400,292,268,352,966,,,,,,
2019-05-23T20:34:42.649-0400,344,240,135,721,,,,,,
2019-05-23T20:34:43.371-0400,282,329,156,768,,,,,,
2019-05-23T20:34:44.140-0400,289,246,134,670,,,,,,
2019-05-23T20:34:44.810-0400,275,247,131,656,,,,,,
2019-05-23T20:34:45.466-0400,284,228,134,648,,,,,,
2019-05-23T20:34:46.117-0400,272,365,153,801,,,,,,
2019-05-23T20:34:46.918-0400,295,331,137,765,,,,,,
2019-05-23T20:34:47.683-0400,290,248,142,681,,,,,,
2019-05-23T20:34:48.365-0400,294,277,129,701,,,,,,
2019-05-23T20:34:49.067-0400,288,304,124,717,,,,,,
2019-05-23T20:34:49.784-0400,277,279,177,753,,,,,,
2019-05-23T20:34:50.538-0400,318,256,151,727,,,,,,
2019-05-23T20:34:51.265-0400,365,345,141,852,,,,,,
2019-05-23T20:34:52.118-0400,295,355,145,808,,,,,,
2019-05-23T20:34:52.926-0400,288,403,263,955,,,,,,
2019-05-23T20:34:53.882-0400,443,328,281,1070,,,,,,
2019-05-23T20:34:54.952-0400,329,363,130,823,,,,,,
2019-05-23T20:34:55.776-0400,288,382,265,949,,,,,,
2019-05-23T20:34:56.726-0400,303,93,23,421,,,,,,
2019-05-23T20:34:57.147-0400,297,253,130,681,,,,,,
2019-05-23T20:34:57.828-0400,277,303,135,728,,,,,,
2019-05-23T20:34:58.556-0400,365,275,144,784,,,,,,
2019-05-23T20:34:59.341-0400,504,760,172,1448,,,,,,
2019-05-23T20:35:00.790-0400,289,93,21,404,,,,,,
2019-05-23T20:35:01.195-0400,279,95,19,395,,,,,,
2019-05-23T20:35:01.590-0400,349,308,121,827,,,,,,
2019-05-23T20:35:02.418-0400,282,272,131,685,,,,,,
2019-05-23T20:35:03.104-0400,472,266,129,869,,,,,,
2019-05-23T20:35:03.973-0400,329,344,137,823,,,,,,
2019-05-23T20:35:04.796-0400,291,270,124,700,,,,,,
2019-05-23T20:35:05.497-0400,286,226,131,656,,,,,,
2019-05-23T20:35:06.153-0400,297,308,136,752,,,,,,
2019-05-23T20:35:06.906-0400,298,288,148,736,,,,,,
2019-05-23T20:35:07.642-0400,263,277,127,678,,,,,,
2019-05-23T20:35:08.321-0400,287,272,137,698,,,,,,
2019-05-23T20:35:09.019-0400,284,406,130,830,,,,,,
2019-05-23T20:35:09.850-0400,294,600,156,1061,,,,,,
2019-05-23T20:35:10.911-0400,420,342,139,911,,,,,,
2019-05-23T20:35:11.823-0400,275,488,142,1098,,,,,,
2019-05-23T20:35:12.922-0400,294,600,159,1054,,,,,,
2019-05-23T20:35:13.977-0400,960,416,282,1660,,,,,,
2019-05-23T20:35:15.637-0400,274,362,151,801,,,,,,
2019-05-23T20:35:16.439-0400,284,472,134,891,,,,,,
2019-05-23T20:35:17.330-0400,283,505,142,939,,,,,,
2019-05-23T20:35:18.270-0400,293,313,138,745,,,,,,
2019-05-23T20:35:19.015-0400,292,346,277,926,,,,,,
2019-05-23T20:35:19.942-0400,434,257,139,842,,,,,,
2019-05-23T20:35:20.784-0400,354,359,134,848,,,,,,
2019-05-23T20:35:21.633-0400,300,248,317,880,,,,,,
2019-05-23T20:35:22.513-0400,280,254,135,681,,,,,,
2019-05-23T20:35:23.195-0400,277,482,138,897,,,,,,
2019-05-23T20:35:24.093-0400,287,578,143,1023,,,,,,
2019-05-23T20:35:25.117-0400,290,388,404,1084,,,,,,
2019-05-23T20:35:26.201-0400,285,539,134,960,,,,,,
2019-05-23T20:35:27.161-0400,300,458,147,906,,,,,,
2019-05-23T20:35:28.068-0400,351,453,138,942,,,,,,
2019-05-23T20:35:29.011-0400,281,691,167,1160,,,,,,
2019-05-23T20:35:30.172-0400,262,586,135,985,,,,,,
2019-05-23T20:35:31.158-0400,277,506,129,926,,,,,,
