Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,
2019-05-23T09:54:20.647-0400,216,293,70,582,,,,,,
2019-05-23T09:54:21.230-0400,195,288,87,577,,,,,,
2019-05-23T09:54:21.807-0400,275,486,97,862,,,,,,
2019-05-23T09:54:22.670-0400,264,368,239,875,,,,,,
2019-05-23T09:54:23.546-0400,263,497,115,889,,,,,,
2019-05-23T09:54:24.435-0400,303,337,164,806,,,,,,
2019-05-23T09:54:25.242-0400,266,330,80,682,,,,,,
2019-05-23T09:54:25.925-0400,296,750,85,1144,,,,,,
2019-05-23T09:54:27.069-0400,305,520,104,937,,,,,,
2019-05-23T09:54:28.007-0400,238,467,88,798,,,,,,
2019-05-23T09:54:28.805-0400,320,502,138,966,,,,,,
2019-05-23T09:54:29.772-0400,293,490,118,931,,,,,,
2019-05-23T09:54:30.703-0400,242,426,138,808,,,,,,
2019-05-23T09:54:31.512-0400,250,426,104,786,,,,,,
2019-05-23T09:54:32.299-0400,269,266,196,736,,,,,,
2019-05-23T09:54:33.036-0400,256,300,76,641,,,,,,
2019-05-23T09:54:33.677-0400,224,853,75,1158,,,,,,
2019-05-23T09:54:34.836-0400,248,585,96,930,,,,,,
2019-05-23T09:54:35.766-0400,226,495,81,807,,,,,,
2019-05-23T09:54:36.574-0400,268,567,85,925,,,,,,
2019-05-23T09:54:37.499-0400,245,320,66,636,,,,,,
2019-05-23T09:54:38.136-0400,233,254,307,802,,,,,,
2019-05-23T09:54:38.939-0400,256,882,140,1282,,,,,,
2019-05-23T09:54:40.221-0400,274,227,243,746,,,,,,
2019-05-23T09:54:40.968-0400,241,308,61,612,,,,,,
2019-05-23T09:54:41.581-0400,295,758,73,1131,,,,,,
2019-05-23T09:54:42.712-0400,226,278,60,567,,,,,,
2019-05-23T09:54:43.280-0400,204,374,59,732,,,,,,
2019-05-23T09:54:44.013-0400,293,888,81,1276,,,,,,
2019-05-23T09:54:45.289-0400,210,512,1038,1763,,,,,,
2019-05-23T09:54:47.053-0400,243,327,162,736,,,,,,
2019-05-23T09:54:47.789-0400,215,351,334,903,,,,,,
2019-05-23T09:54:48.693-0400,273,432,81,789,,,,,,
2019-05-23T09:54:49.483-0400,713,447,76,1237,,,,,,
2019-05-23T09:54:50.720-0400,163,261,70,496,,,,,,
2019-05-23T09:54:51.217-0400,192,287,304,791,,,,,,
2019-05-23T09:54:52.008-0400,190,551,154,896,,,,,,
2019-05-23T09:54:52.905-0400,208,478,145,836,,,,,,
2019-05-23T09:54:53.741-0400,259,510,113,885,,,,,,
2019-05-23T09:54:54.627-0400,240,454,552,1251,,,,,,
2019-05-23T09:54:55.879-0400,1264,855,110,2238,,,,,,
2019-05-23T09:54:58.117-0400,226,505,89,826,,,,,,
2019-05-23T09:54:58.944-0400,1633,326,71,2031,,,,,,
2019-05-23T09:55:00.975-0400,156,271,177,606,,,,,,
2019-05-23T09:55:01.583-0400,278,304,832,1422,,,,,,
2019-05-23T09:55:03.006-0400,511,259,355,1127,,,,,,
2019-05-23T09:55:04.134-0400,229,327,295,853,,,,,,
2019-05-23T09:55:04.987-0400,176,382,252,812,,,,,,
2019-05-23T09:55:05.799-0400,204,303,172,681,,,,,,
2019-05-23T09:55:06.481-0400,206,263,300,772,,,,,,
2019-05-23T09:55:07.253-0400,242,303,182,728,,,,,,
2019-05-23T09:55:07.982-0400,241,354,110,722,,,,,,
2019-05-23T09:55:08.705-0400,197,460,229,890,,,,,,
2019-05-23T09:55:09.595-0400,250,746,1191,2190,,,,,,
2019-05-23T09:55:11.786-0400,213,793,65,1084,,,,,,
2019-05-23T09:55:12.870-0400,222,676,664,1604,,,,,,
2019-05-23T09:55:14.475-0400,388,647,1568,2604,,,,,,
2019-05-23T09:55:17.080-0400,223,769,97,1091,,,,,,
2019-05-23T09:55:18.171-0400,250,347,284,883,,,,,,
2019-05-23T09:55:19.054-0400,257,351,125,741,,,,,,
2019-05-23T09:55:19.796-0400,217,515,1180,1913,,,,,,
2019-05-23T09:55:21.710-0400,236,321,65,623,,,,,,
2019-05-23T09:55:22.334-0400,230,525,81,839,,,,,,
2019-05-23T09:55:23.173-0400,225,318,144,688,,,,,,
2019-05-23T09:55:23.862-0400,193,355,657,1208,,,,,,
2019-05-23T09:55:25.070-0400,243,313,84,642,,,,,,
2019-05-23T09:55:25.713-0400,212,295,438,946,,,,,,
2019-05-23T09:55:26.660-0400,281,550,90,937,,,,,,
2019-05-23T09:55:27.597-0400,263,333,510,1109,,,,,,
2019-05-23T09:55:28.707-0400,250,311,97,659,,,,,,
2019-05-23T09:55:29.367-0400,235,447,110,797,,,,,,
2019-05-23T09:55:30.164-0400,301,291,157,751,,,,,,
2019-05-23T09:55:30.916-0400,244,428,155,829,,,,,,
2019-05-23T09:55:31.745-0400,517,657,79,1260,,,,,,
2019-05-23T09:55:33.006-0400,243,323,172,740,,,,,,
2019-05-23T09:55:33.747-0400,204,236,58,503,,,,,,
2019-05-23T09:55:34.251-0400,196,349,159,705,,,,,,
2019-05-23T09:55:34.956-0400,310,298,152,761,,,,,,
2019-05-23T09:55:35.718-0400,251,333,424,1012,,,,,,
2019-05-23T09:55:36.731-0400,354,253,171,785,,,,,,
2019-05-23T09:55:37.516-0400,312,359,252,925,,,,,,
2019-05-23T09:55:38.442-0400,415,477,180,1082,,,,,,
2019-05-23T09:55:39.525-0400,292,782,92,1178,,,,,,
2019-05-23T09:55:40.703-0400,974,242,79,1297,,,,,,
2019-05-23T09:55:42.001-0400,172,1000,2075,3248,,,,,,
2019-05-23T09:55:45.250-0400,250,355,64,671,,,,,,
2019-05-23T09:55:45.921-0400,774,289,380,1448,,,,,,
2019-05-23T09:55:47.369-0400,272,537,95,909,,,,,,
2019-05-23T09:55:48.279-0400,348,290,173,813,,,,,,
2019-05-23T09:55:49.092-0400,255,467,67,793,,,,,,
2019-05-23T09:55:49.886-0400,250,441,204,900,,,,,,
2019-05-23T09:55:50.786-0400,352,418,63,841,,,,,,
2019-05-23T09:55:51.628-0400,206,363,101,675,,,,,,
2019-05-23T09:55:52.303-0400,212,530,74,822,,,,,,
2019-05-23T09:55:53.126-0400,422,324,221,970,,,,,,
2019-05-23T09:55:54.096-0400,306,255,127,690,,,,,,
2019-05-23T09:55:54.786-0400,241,566,89,898,,,,,,
2019-05-23T09:55:55.685-0400,222,461,109,796,,,,,,
2019-05-23T09:55:56.482-0400,292,412,92,797,,,,,,
2019-05-23T09:55:57.280-0400,252,783,136,1176,,,,,,
2019-05-23T09:55:58.457-0400,265,410,92,769,,,,,,
2019-05-23T09:55:59.227-0400,285,438,139,877,,,,,,
2019-05-23T09:56:00.105-0400,242,384,80,713,,,,,,
2019-05-23T09:56:00.818-0400,198,337,507,1045,,,,,,
2019-05-23T09:56:01.866-0400,275,472,82,830,,,,,,
2019-05-23T09:56:02.697-0400,215,417,167,802,,,,,,
2019-05-23T09:56:03.500-0400,353,501,88,948,,,,,,
2019-05-23T09:56:04.449-0400,236,388,103,734,,,,,,
2019-05-23T09:56:05.183-0400,242,466,98,808,,,,,,
2019-05-23T09:56:05.991-0400,248,472,79,805,,,,,,
2019-05-23T09:56:06.796-0400,220,510,162,895,,,,,,
2019-05-23T09:56:07.692-0400,212,547,102,875,,,,,,
2019-05-23T09:56:08.568-0400,657,366,121,1145,,,,,,
2019-05-23T09:56:09.714-0400,221,322,86,634,,,,,,
2019-05-23T09:56:10.348-0400,266,499,88,854,,,,,,
2019-05-23T09:56:11.203-0400,191,538,94,824,,,,,,
2019-05-23T09:56:12.028-0400,202,450,116,776,,,,,,
2019-05-23T09:56:12.804-0400,243,526,105,876,,,,,,
2019-05-23T09:56:13.680-0400,265,445,121,833,,,,,,
2019-05-23T09:56:14.514-0400,347,404,160,912,,,,,,
2019-05-23T09:56:15.427-0400,243,562,76,888,,,,,,
2019-05-23T09:56:16.315-0400,208,412,261,882,,,,,,
2019-05-23T09:56:17.198-0400,229,550,137,931,,,,,,
2019-05-23T09:56:18.129-0400,306,461,104,874,,,,,,
2019-05-23T09:56:19.003-0400,277,440,89,811,,,,,,
2019-05-23T09:56:19.815-0400,250,471,664,1386,,,,,,
2019-05-23T09:56:21.201-0400,247,330,361,940,,,,,,
2019-05-23T09:56:22.142-0400,198,447,224,884,,,,,,
2019-05-23T09:56:23.026-0400,279,480,96,857,,,,,,
2019-05-23T09:56:23.883-0400,226,745,83,1056,,,,,,
2019-05-23T09:56:24.939-0400,249,375,154,789,,,,,,
2019-05-23T09:56:25.729-0400,236,301,1496,2035,,,,,,
2019-05-23T09:56:27.765-0400,280,786,76,1145,,,,,,
2019-05-23T09:56:28.911-0400,338,402,109,851,,,,,,
2019-05-23T09:56:29.763-0400,226,477,762,1470,,,,,,
2019-05-23T09:56:31.233-0400,272,504,84,865,,,,,,
2019-05-23T09:56:32.098-0400,257,470,869,1606,,,,,,
2019-05-23T09:56:33.705-0400,237,267,131,637,,,,,,
2019-05-23T09:56:34.343-0400,197,333,87,621,,,,,,
2019-05-23T09:56:34.964-0400,182,269,58,510,,,,,,
2019-05-23T09:56:35.475-0400,193,432,172,809,,,,,,
2019-05-23T09:56:36.284-0400,245,492,88,826,,,,,,
2019-05-23T09:56:37.111-0400,281,283,79,647,,,,,,
2019-05-23T09:56:37.759-0400,177,724,94,1001,,,,,,
2019-05-23T09:56:38.760-0400,215,331,87,635,,,,,,
2019-05-23T09:56:39.396-0400,226,264,204,696,,,,,,
2019-05-23T09:56:40.092-0400,256,871,87,1216,,,,,,
2019-05-23T09:56:41.308-0400,202,324,148,676,,,,,,
2019-05-23T09:56:41.985-0400,212,272,61,547,,,,,,
2019-05-23T09:56:42.533-0400,249,705,88,1048,,,,,,
2019-05-23T09:56:43.581-0400,289,489,81,860,,,,,,
2019-05-23T09:56:44.442-0400,205,249,169,626,,,,,,
2019-05-23T09:56:45.068-0400,280,787,87,1156,,,,,,
2019-05-23T09:56:46.224-0400,243,490,85,819,,,,,,
2019-05-23T09:56:47.044-0400,212,298,184,700,,,,,,
2019-05-23T09:56:47.744-0400,243,718,103,1066,,,,,,
2019-05-23T09:56:48.811-0400,166,297,61,526,,,,,,
2019-05-23T09:56:49.338-0400,202,305,216,732,,,,,,
2019-05-23T09:56:50.070-0400,196,687,70,957,,,,,,
2019-05-23T09:56:51.027-0400,278,670,85,1034,,,,,,
2019-05-23T09:56:52.062-0400,213,328,264,806,,,,,,
2019-05-23T09:56:52.869-0400,197,544,251,1000,,,,,,
2019-05-23T09:56:53.869-0400,228,270,187,688,,,,,,
2019-05-23T09:56:54.557-0400,190,312,412,920,,,,,,
2019-05-23T09:56:55.477-0400,198,498,119,817,,,,,,
2019-05-23T09:56:56.295-0400,269,549,148,966,,,,,,
2019-05-23T09:56:57.262-0400,256,346,178,788,,,,,,
2019-05-23T09:56:58.051-0400,180,500,103,789,,,,,,
2019-05-23T09:56:58.841-0400,302,299,1297,1900,,,,,,
2019-05-23T09:57:00.741-0400,272,338,183,794,,,,,,
2019-05-23T09:57:01.535-0400,233,332,396,962,,,,,,
2019-05-23T09:57:02.498-0400,197,258,64,520,,,,,,
2019-05-23T09:57:03.019-0400,269,449,149,873,,,,,,
2019-05-23T09:57:03.892-0400,276,526,171,990,,,,,,
2019-05-23T09:57:04.883-0400,249,321,166,738,,,,,,
2019-05-23T09:57:05.622-0400,234,555,174,969,,,,,,
2019-05-23T09:57:06.592-0400,219,330,526,1078,,,,,,
2019-05-23T09:57:07.670-0400,196,292,103,593,,,,,,
2019-05-23T09:57:08.263-0400,206,504,258,972,,,,,,
2019-05-23T09:57:09.236-0400,191,320,218,730,,,,,,
2019-05-23T09:57:09.966-0400,243,507,75,826,,,,,,
2019-05-23T09:57:10.793-0400,237,504,1167,1914,,,,,,
2019-05-23T09:57:12.708-0400,187,282,67,542,,,,,,
2019-05-23T09:57:13.250-0400,231,612,79,926,,,,,,
2019-05-23T09:57:14.177-0400,258,261,167,687,,,,,,
2019-05-23T09:57:14.864-0400,224,304,63,593,,,,,,
2019-05-23T09:57:15.457-0400,223,873,89,1187,,,,,,
2019-05-23T09:57:16.645-0400,252,275,159,692,,,,,,
2019-05-23T09:57:17.337-0400,225,425,75,725,,,,,,
2019-05-23T09:57:18.063-0400,247,700,155,1108,,,,,,
2019-05-23T09:57:19.171-0400,220,326,62,609,,,,,,
2019-05-23T09:57:19.781-0400,184,292,59,536,,,,,,
2019-05-23T09:57:20.318-0400,205,292,64,563,,,,,,
2019-05-23T09:57:20.881-0400,218,471,89,780,,,,,,
2019-05-23T09:57:21.662-0400,270,454,96,823,,,,,,
2019-05-23T09:57:22.485-0400,282,445,121,854,,,,,,
2019-05-23T09:57:23.340-0400,220,410,151,784,,,,,,
2019-05-23T09:57:24.125-0400,228,495,81,808,,,,,,
2019-05-23T09:57:24.933-0400,269,383,71,724,,,,,,
2019-05-23T09:57:25.658-0400,251,781,85,1120,,,,,,
2019-05-23T09:57:26.778-0400,246,390,99,740,,,,,,
2019-05-23T09:57:27.519-0400,193,279,68,549,,,,,,
2019-05-23T09:57:28.068-0400,182,719,73,976,,,,,,
2019-05-23T09:57:29.045-0400,248,360,62,671,,,,,,
2019-05-23T09:57:29.717-0400,200,304,61,566,,,,,,
2019-05-23T09:57:30.283-0400,226,326,213,768,,,,,,
2019-05-23T09:57:31.051-0400,241,345,84,676,,,,,,
2019-05-23T09:57:31.727-0400,210,232,95,546,,,,,,
2019-05-23T09:57:32.274-0400,221,347,63,632,,,,,,
2019-05-23T09:57:32.906-0400,177,336,61,576,,,,,,
2019-05-23T09:57:33.483-0400,225,370,211,811,,,,,,
2019-05-23T09:57:34.294-0400,237,268,64,571,,,,,,
2019-05-23T09:57:34.866-0400,214,284,69,573,,,,,,
2019-05-23T09:57:35.439-0400,255,270,56,587,,,,,,
2019-05-23T09:57:36.027-0400,317,389,92,806,,,,,,
2019-05-23T09:57:36.833-0400,364,248,115,804,,,,,,
2019-05-23T09:57:37.638-0400,278,308,98,692,,,,,,
2019-05-23T09:57:38.330-0400,325,629,67,1023,,,,,,
2019-05-23T09:57:39.353-0400,248,504,101,857,,,,,,
2019-05-23T09:57:40.211-0400,180,257,85,523,,,,,,
2019-05-23T09:57:40.734-0400,168,267,61,498,,,,,,
2019-05-23T09:57:41.233-0400,280,274,77,636,,,,,,
2019-05-23T09:57:41.869-0400,229,296,86,613,,,,,,
2019-05-23T09:57:42.483-0400,241,290,422,962,,,,,,
2019-05-23T09:57:43.445-0400,263,697,104,1066,,,,,,
2019-05-23T09:57:44.511-0400,266,451,1092,1843,,,,,,
2019-05-23T09:57:46.355-0400,327,387,89,809,,,,,,
2019-05-23T09:57:47.164-0400,298,272,405,989,,,,,,
2019-05-23T09:57:48.154-0400,242,411,105,761,,,,,,
2019-05-23T09:57:48.915-0400,261,450,117,864,,,,,,
2019-05-23T09:57:49.780-0400,239,262,534,1037,,,,,,
2019-05-23T09:57:50.818-0400,312,852,75,1241,,,,,,
2019-05-23T09:57:52.059-0400,295,314,1109,1725,,,,,,
2019-05-23T09:57:53.785-0400,316,444,105,884,,,,,,
2019-05-23T09:57:54.669-0400,395,370,172,941,,,,,,
2019-05-23T09:57:55.611-0400,257,418,86,764,,,,,,
2019-05-23T09:57:56.375-0400,239,494,1191,1925,,,,,,
2019-05-23T09:57:58.301-0400,286,349,130,768,,,,,,
2019-05-23T09:57:59.069-0400,270,299,261,850,,,,,,
2019-05-23T09:57:59.920-0400,297,470,100,868,,,,,,
2019-05-23T09:58:00.788-0400,232,272,224,730,,,,,,
2019-05-23T09:58:01.519-0400,248,455,84,798,,,,,,
2019-05-23T09:58:02.318-0400,278,300,79,682,,,,,,
2019-05-23T09:58:03.000-0400,251,366,147,769,,,,,,
2019-05-23T09:58:03.770-0400,216,798,85,1100,,,,,,
2019-05-23T09:58:04.871-0400,288,447,94,830,,,,,,
2019-05-23T09:58:05.702-0400,274,329,140,745,,,,,,
2019-05-23T09:58:06.448-0400,220,510,304,1045,,,,,,
2019-05-23T09:58:07.493-0400,270,295,108,684,,,,,,
2019-05-23T09:58:08.178-0400,253,401,1424,2081,,,,,,
2019-05-23T09:58:10.259-0400,292,353,78,731,,,,,,
2019-05-23T09:58:10.991-0400,265,1017,65,1349,,,,,,
2019-05-23T09:58:12.341-0400,284,457,110,859,,,,,,
2019-05-23T09:58:13.200-0400,270,475,1335,2082,,,,,,
2019-05-23T09:58:15.282-0400,247,360,53,661,,,,,,
2019-05-23T09:58:15.945-0400,210,259,288,771,,,,,,
2019-05-23T09:58:16.716-0400,353,366,77,804,,,,,,
2019-05-23T09:58:17.521-0400,201,479,92,774,,,,,,
2019-05-23T09:58:18.295-0400,290,441,99,833,,,,,,
2019-05-23T09:58:19.129-0400,276,377,289,944,,,,,,
2019-05-23T09:58:20.073-0400,206,277,65,549,,,,,,
2019-05-23T09:58:20.623-0400,181,289,686,1157,,,,,,
2019-05-23T09:58:21.781-0400,291,379,144,826,,,,,,
2019-05-23T09:58:22.608-0400,286,424,88,799,,,,,,
2019-05-23T09:58:23.407-0400,271,795,92,1159,,,,,,
2019-05-23T09:58:24.567-0400,241,454,119,817,,,,,,
2019-05-23T09:58:25.385-0400,203,285,71,561,,,,,,
2019-05-23T09:58:25.946-0400,251,266,57,576,,,,,,
2019-05-23T09:58:26.522-0400,176,514,76,767,,,,,,
2019-05-23T09:58:27.290-0400,236,508,89,836,,,,,,
2019-05-23T09:58:28.127-0400,337,489,87,919,,,,,,
2019-05-23T09:58:29.047-0400,261,462,91,816,,,,,,
2019-05-23T09:58:29.863-0400,285,548,127,967,,,,,,
2019-05-23T09:58:30.831-0400,303,484,96,886,,,,,,
2019-05-23T09:58:31.717-0400,283,261,99,645,,,,,,
2019-05-23T09:58:32.363-0400,246,440,97,790,,,,,,
2019-05-23T09:58:33.153-0400,234,332,167,735,,,,,,
2019-05-23T09:58:33.888-0400,265,639,122,1039,,,,,,
2019-05-23T09:58:34.928-0400,299,309,165,775,,,,,,
2019-05-23T09:58:35.704-0400,298,443,85,835,,,,,,
2019-05-23T09:58:36.539-0400,369,440,176,986,,,,,,
2019-05-23T09:58:37.526-0400,336,410,96,845,,,,,,
2019-05-23T09:58:38.371-0400,263,453,125,856,,,,,,
2019-05-23T09:58:39.227-0400,284,312,203,801,,,,,,
2019-05-23T09:58:40.029-0400,344,357,75,783,,,,,,
2019-05-23T09:58:40.813-0400,328,273,110,723,,,,,,
2019-05-23T09:58:41.536-0400,288,651,104,1048,,,,,,
2019-05-23T09:58:42.584-0400,270,305,175,752,,,,,,
2019-05-23T09:58:43.337-0400,288,382,72,743,,,,,,
2019-05-23T09:58:44.080-0400,324,732,982,2057,,,,,,
2019-05-23T09:58:46.137-0400,268,235,75,579,,,,,,
2019-05-23T09:58:46.717-0400,308,674,103,1096,,,,,,
2019-05-23T09:58:47.814-0400,244,455,94,795,,,,,,
2019-05-23T09:58:48.610-0400,277,446,93,837,,,,,,
2019-05-23T09:58:49.447-0400,250,558,76,885,,,,,,
2019-05-23T09:58:50.333-0400,276,335,81,693,,,,,,
2019-05-23T09:58:51.026-0400,249,315,188,761,,,,,,
2019-05-23T09:58:51.788-0400,318,714,115,1153,,,,,,
2019-05-23T09:58:52.941-0400,291,398,88,787,,,,,,
2019-05-23T09:58:53.729-0400,275,314,181,771,,,,,,
2019-05-23T09:58:54.500-0400,347,530,131,1016,,,,,,
2019-05-23T09:58:55.517-0400,286,492,80,866,,,,,,
2019-05-23T09:58:56.384-0400,289,443,94,828,,,,,,
2019-05-23T09:58:57.212-0400,280,441,104,828,,,,,,
2019-05-23T09:58:58.040-0400,333,482,78,902,,,,,,
2019-05-23T09:58:58.943-0400,362,300,268,932,,,,,,
2019-05-23T09:58:59.875-0400,336,286,79,724,,,,,,
2019-05-23T09:59:00.600-0400,211,367,94,676,,,,,,
2019-05-23T09:59:01.276-0400,238,304,196,747,,,,,,
2019-05-23T09:59:02.023-0400,381,643,112,1138,,,,,,
2019-05-23T09:59:03.162-0400,327,348,239,920,,,,,,
2019-05-23T09:59:04.083-0400,275,434,105,821,,,,,,
2019-05-23T09:59:04.904-0400,310,502,83,897,,,,,,
2019-05-23T09:59:05.802-0400,231,262,233,731,,,,,,
2019-05-23T09:59:06.534-0400,237,306,259,807,,,,,,
2019-05-23T09:59:07.341-0400,273,557,119,950,,,,,,
2019-05-23T09:59:08.292-0400,235,346,165,748,,,,,,
2019-05-23T09:59:09.040-0400,262,282,77,630,,,,,,
2019-05-23T09:59:09.670-0400,187,696,1198,2089,,,,,,
2019-05-23T09:59:11.760-0400,275,303,72,652,,,,,,
2019-05-23T09:59:12.413-0400,201,685,109,996,,,,,,
2019-05-23T09:59:13.410-0400,339,324,159,829,,,,,,
2019-05-23T09:59:14.239-0400,285,303,99,688,,,,,,
2019-05-23T09:59:14.928-0400,221,703,87,1023,,,,,,
2019-05-23T09:59:15.951-0400,275,323,94,699,,,,,,
2019-05-23T09:59:16.650-0400,220,248,177,646,,,,,,
2019-05-23T09:59:17.297-0400,242,770,82,1115,,,,,,
2019-05-23T09:59:18.413-0400,345,580,85,1014,,,,,,
2019-05-23T09:59:19.427-0400,231,374,72,679,,,,,,
2019-05-23T09:59:20.107-0400,235,526,112,876,,,,,,
2019-05-23T09:59:20.983-0400,250,338,62,651,,,,,,
2019-05-23T09:59:21.635-0400,294,583,82,961,,,,,,
2019-05-23T09:59:22.596-0400,264,574,72,939,,,,,,
2019-05-23T09:59:23.536-0400,247,338,115,728,,,,,,
2019-05-23T09:59:24.265-0400,296,325,70,693,,,,,,
2019-05-23T09:59:24.958-0400,201,677,940,1822,,,,,,
2019-05-23T09:59:26.781-0400,255,496,99,853,,,,,,
2019-05-23T09:59:27.634-0400,325,594,2207,3128,,,,,,
2019-05-23T09:59:30.763-0400,276,355,215,851,,,,,,
2019-05-23T09:59:31.614-0400,209,250,402,864,,,,,,
2019-05-23T09:59:32.479-0400,333,587,172,1094,,,,,,
2019-05-23T09:59:33.574-0400,346,235,57,644,,,,,,
2019-05-23T09:59:34.218-0400,200,264,335,803,,,,,,
2019-05-23T09:59:35.022-0400,203,801,1075,2084,,,,,,
2019-05-23T09:59:37.107-0400,252,318,182,754,,,,,,
2019-05-23T09:59:37.861-0400,305,420,991,1718,,,,,,
2019-05-23T09:59:39.579-0400,355,301,181,839,,,,,,
2019-05-23T09:59:40.419-0400,332,700,144,1180,,,,,,
2019-05-23T09:59:41.600-0400,242,293,512,1056,,,,,,
2019-05-23T09:59:42.656-0400,258,795,1988,3046,,,,,,
2019-05-23T09:59:45.703-0400,307,313,66,687,,,,,,
2019-05-23T09:59:46.391-0400,250,265,181,698,,,,,,
2019-05-23T09:59:47.089-0400,267,332,75,679,,,,,,
2019-05-23T09:59:47.769-0400,258,700,2018,2978,,,,,,
2019-05-23T09:59:50.748-0400,246,508,111,867,,,,,,
2019-05-23T09:59:51.615-0400,278,330,80,695,,,,,,
2019-05-23T09:59:52.311-0400,267,309,190,769,,,,,,
2019-05-23T09:59:53.080-0400,268,600,109,980,,,,,,
2019-05-23T09:59:54.060-0400,231,478,89,801,,,,,,
2019-05-23T09:59:54.861-0400,290,441,84,816,,,,,,
2019-05-23T09:59:55.678-0400,279,338,183,803,,,,,,
2019-05-23T09:59:56.481-0400,221,418,95,749,,,,,,
2019-05-23T09:59:57.231-0400,312,328,91,733,,,,,,
2019-05-23T09:59:57.965-0400,230,775,107,1121,,,,,,
2019-05-23T09:59:59.086-0400,242,266,101,617,,,,,,
2019-05-23T09:59:59.704-0400,291,353,80,725,,,,,,
2019-05-23T10:00:00.429-0400,201,809,100,1120,,,,,,
2019-05-23T10:00:01.550-0400,275,374,93,750,,,,,,
2019-05-23T10:00:02.301-0400,271,393,120,790,,,,,,
2019-05-23T10:00:03.091-0400,320,571,80,975,,,,,,
2019-05-23T10:00:04.067-0400,290,459,88,840,,,,,,
2019-05-23T10:00:04.907-0400,342,476,92,938,,,,,,
2019-05-23T10:00:05.846-0400,308,316,84,712,,,,,,
2019-05-23T10:00:06.558-0400,339,334,161,836,,,,,,
2019-05-23T10:00:07.395-0400,246,633,71,952,,,,,,
2019-05-23T10:00:08.347-0400,208,551,90,851,,,,,,
2019-05-23T10:00:09.199-0400,220,282,67,587,,,,,,
2019-05-23T10:00:09.786-0400,211,275,69,584,,,,,,
2019-05-23T10:00:10.371-0400,211,998,119,1330,,,,,,
2019-05-23T10:00:11.701-0400,312,326,77,723,,,,,,
2019-05-23T10:00:12.425-0400,289,254,317,861,,,,,,
2019-05-23T10:00:13.287-0400,272,565,81,920,,,,,,
2019-05-23T10:00:14.207-0400,649,396,285,1331,,,,,,
2019-05-23T10:00:15.539-0400,270,872,104,1248,,,,,,
2019-05-23T10:00:16.787-0400,239,474,101,819,,,,,,
2019-05-23T10:00:17.607-0400,325,493,119,940,,,,,,
2019-05-23T10:00:18.548-0400,220,320,69,610,,,,,,
2019-05-23T10:00:19.158-0400,234,271,288,798,,,,,,
2019-05-23T10:00:19.957-0400,238,479,106,826,,,,,,
2019-05-23T10:00:20.784-0400,328,696,98,1124,,,,,,
2019-05-23T10:00:21.908-0400,230,330,74,635,,,,,,
2019-05-23T10:00:22.544-0400,273,430,564,1271,,,,,,
2019-05-23T10:00:23.815-0400,288,322,73,690,,,,,,
2019-05-23T10:00:24.506-0400,253,273,173,706,,,,,,
2019-05-23T10:00:25.213-0400,252,363,134,753,,,,,,
2019-05-23T10:00:25.967-0400,261,700,105,1082,,,,,,
2019-05-23T10:00:27.049-0400,285,513,101,905,,,,,,
2019-05-23T10:00:27.955-0400,286,365,104,766,,,,,,
2019-05-23T10:00:28.721-0400,198,459,119,778,,,,,,
2019-05-23T10:00:29.500-0400,242,370,75,691,,,,,,
2019-05-23T10:00:30.192-0400,255,342,282,903,,,,,,
2019-05-23T10:00:31.096-0400,300,485,97,899,,,,,,
2019-05-23T10:00:31.996-0400,351,312,224,896,,,,,,
2019-05-23T10:00:32.892-0400,264,276,479,1025,,,,,,
2019-05-23T10:00:33.918-0400,251,437,1161,1853,,,,,,
2019-05-23T10:00:35.771-0400,246,529,93,870,,,,,,
2019-05-23T10:00:36.642-0400,290,534,131,958,,,,,,
2019-05-23T10:00:37.600-0400,247,544,96,906,,,,,,
2019-05-23T10:00:38.506-0400,227,714,82,1028,,,,,,
2019-05-23T10:00:39.534-0400,313,405,89,815,,,,,,
2019-05-23T10:00:40.350-0400,234,277,69,590,,,,,,
2019-05-23T10:00:40.940-0400,217,803,77,1098,,,,,,
2019-05-23T10:00:42.039-0400,199,328,63,591,,,,,,
2019-05-23T10:00:42.630-0400,189,257,67,525,,,,,,
2019-05-23T10:00:43.155-0400,219,335,56,614,,,,,,
2019-05-23T10:00:43.770-0400,191,676,337,1371,,,,,,
Start time,IFrame Retrieval(ms),Credential Check(ms),Token Retrieval(ms),Total Duration(ms),,,,,,
2019-05-23T09:51:52.631-0400,2794,1028,326,4634,,,,,,
2019-05-23T09:51:57.266-0400,1310,757,174,2248,,,,,,
2019-05-23T09:51:59.515-0400,733,495,162,1398,,,,,,
2019-05-23T09:52:00.913-0400,693,508,205,1429,,,,,,
2019-05-23T09:52:02.343-0400,733,420,198,1370,,,,,,
2019-05-23T09:52:03.714-0400,565,1142,189,1898,,,,,,
2019-05-23T09:52:05.612-0400,391,938,121,1464,,,,,,
2019-05-23T09:52:07.076-0400,439,492,114,1048,,,,,,
2019-05-23T09:52:08.125-0400,434,699,142,1306,,,,,,
2019-05-23T09:52:09.432-0400,356,324,176,914,,,,,,
2019-05-23T09:52:10.347-0400,338,313,120,772,,,,,,
2019-05-23T09:52:11.120-0400,318,395,106,831,,,,,,
2019-05-23T09:52:11.952-0400,365,323,286,978,,,,,,
2019-05-23T09:52:12.931-0400,336,353,107,798,,,,,,
